Accident_ID,Date,Time,Weather,Road_Condition,Location,Latitude,Longitude,Severity,Vehicles_Involved,Cause
A0743,2024-02-03,03:06,Rainy,Dry,Bus Stand Junction,9.367837,78.835399,Minor,2,Speeding
A0744,2024-05-06,19:50,Windy,Dry,Ramanathapuram Junction,9.361772,78.836859,Minor,2,Overtaking
A0745,2024-10-11,07:47,Windy,Dry,Devipattinam Road,9.475712,78.869894,Severe,2,Speeding
A0746,2024-04-11,15:04,Rainy,Wet,Kilakarai Main Road,9.230172,78.788837,Moderate,5,Signal Violation
A0747,2024-04-11,00:46,Windy,Under Construction,East Coast Road,9.299154,78.900277,Moderate,2,Vehicle Failure
A0748,2024-07-04,14:06,Rainy,Wet,Paramakudi Highway,9.548313,78.593009,Moderate,2,Weather
A0749,2025-06-16,06:07,Clear,Muddy,Madurai Road Junction,9.368092,78.811813,Minor,2,Weather
A0750,2024-10-17,15:24,Clear,Wet,Madurai Road Junction,9.366536,78.810889,Minor,3,Weather
A0751,2025-03-14,10:54,Clear,Dry,Bus Stand Junction,9.368668,78.833173,Moderate,2,Signal Violation
A0752,2025-05-18,01:43,Cloudy,Dry,Paramakudi Highway,9.544773,78.589995,Minor,3,Drunk Driving
A0753,2024-04-14,13:37,Cloudy,Potholes,Bus Stand Junction,9.367245,78.83332,Minor,2,Distracted Driving
A0754,2024-05-05,17:25,Clear,Dry,Kilakarai Main Road,9.232045,78.786433,Moderate,3,Distracted Driving
A0755,2025-10-21,09:50,Windy,Dry,Industrial Area Road,9.350133,78.827216,Fatal,4,Weather
A0756,2025-04-10,09:49,Clear,Dry,East Coast Road,9.298287,78.89971,Minor,2,Distracted Driving
A0757,2024-03-10,18:53,Clear,Dry,Devipattinam Road,9.476925,78.8652,Moderate,2,Speeding
A0758,2024-03-19,17:06,Cloudy,Dry,Rameswaram Road,9.287876,79.311817,Minor,2,Distracted Driving
A0759,2025-07-09,15:16,Clear,Potholes,Market Road,9.36807,78.837146,Minor,4,Poor Road Condition
A0760,2025-01-27,20:07,Clear,Potholes,Bus Stand Junction,9.365964,78.836781,Minor,1,Poor Road Condition
A0761,2025-05-18,20:10,Clear,Dry,Rameswaram Road,9.289832,79.312873,Moderate,3,Distracted Driving
A0762,2025-07-06,17:43,Cloudy,Dry,Market Road,9.36546,78.834761,Minor,2,Signal Violation
A0763,2025-09-23,17:24,Cloudy,Muddy,Market Road,9.365242,78.837833,Moderate,1,Speeding
A0764,2025-08-20,20:22,Clear,Potholes,Paramakudi Highway,9.548827,78.592315,Minor,1,Poor Road Condition
A0765,2025-11-08,13:03,Clear,Dry,Madurai Road Junction,9.364267,78.808321,Moderate,1,Distracted Driving
A0766,2024-01-21,06:10,Clear,Dry,Rameswaram Road,9.288211,79.309347,Moderate,2,Poor Road Condition
A0767,2025-04-25,09:44,Cloudy,Under Construction,Bus Stand Junction,9.367985,78.833779,Moderate,2,Poor Road Condition
A0768,2024-07-29,06:43,Clear,Dry,Market Road,9.365101,78.833808,Moderate,2,Signal Violation
A0769,2025-05-23,22:12,Cloudy,Under Construction,Madurai Road Junction,9.36577,78.809201,Moderate,3,Speeding
A0770,2025-02-15,03:36,Rainy,Under Construction,Rameswaram Road,9.286245,79.307692,Moderate,2,Signal Violation
A0771,2025-06-27,05:51,Clear,Dry,Rameswaram Road,9.287959,79.314658,Minor,3,Signal Violation
A0772,2024-11-16,13:34,Clear,Dry,Rameswaram Road,9.290492,79.311314,Moderate,2,Poor Road Condition
A0773,2025-12-21,20:40,Clear,Dry,Paramakudi Highway,9.545097,78.590703,Moderate,3,Distracted Driving
A0774,2025-06-29,09:40,Rainy,Under Construction,Market Road,9.364302,78.836653,Minor,3,Overtaking
A0775,2024-09-03,12:09,Clear,Wet,Kilakarai Main Road,9.232149,78.78684,Minor,2,Distracted Driving
A0776,2025-02-26,17:54,Clear,Dry,Devipattinam Road,9.47785,78.867694,Moderate,3,Speeding
A0777,2024-01-29,06:12,Clear,Potholes,Kilakarai Main Road,9.229683,78.78376,Minor,2,Poor Road Condition
A0778,2024-05-19,08:17,Clear,Muddy,Ramanathapuram Junction,9.36356,78.840051,Severe,2,Speeding
A0779,2024-01-21,22:31,Clear,Potholes,Ramanathapuram Junction,9.36527,78.838295,Minor,2,Poor Road Condition
A0780,2025-11-04,21:42,Foggy,Dry,Bus Stand Junction,9.369739,78.833593,Minor,3,Vehicle Failure
A0781,2024-05-03,18:59,Clear,Potholes,Industrial Area Road,9.349968,78.823879,Moderate,4,Overtaking
A0782,2024-11-16,09:07,Clear,Dry,Devipattinam Road,9.474364,78.869326,Minor,3,Distracted Driving
A0783,2024-06-28,08:06,Clear,Dry,Bus Stand Junction,9.368605,78.833578,Minor,4,Distracted Driving
A0784,2024-11-20,12:07,Clear,Dry,East Coast Road,9.3001,78.900774,Severe,2,Speeding
A0785,2025-01-11,12:45,Rainy,Under Construction,Paramakudi Highway,9.543656,78.589206,Moderate,3,Poor Road Condition
A0786,2025-11-18,18:50,Clear,Dry,Ramanathapuram Junction,9.365091,78.837619,Minor,4,Distracted Driving
A0787,2025-03-29,16:15,Clear,Potholes,Devipattinam Road,9.47844,78.865965,Moderate,5,Poor Road Condition
A0788,2024-08-29,21:48,Clear,Potholes,Devipattinam Road,9.4787,78.867947,Moderate,2,Distracted Driving
A0789,2024-03-23,19:17,Rainy,Wet,Bus Stand Junction,9.365077,78.835747,Moderate,3,Poor Road Condition
A0790,2024-09-24,19:44,Clear,Dry,Devipattinam Road,9.476898,78.866785,Moderate,3,Poor Road Condition
A0791,2024-02-23,18:48,Cloudy,Dry,Market Road,9.366101,78.837923,Minor,3,Distracted Driving
A0792,2025-08-12,17:20,Clear,Dry,Kilakarai Main Road,9.229476,78.785093,Moderate,5,Distracted Driving
A0793,2025-02-24,20:43,Rainy,Wet,Paramakudi Highway,9.546643,78.59104,Moderate,2,Signal Violation
A0794,2024-03-27,19:12,Clear,Dry,Madurai Road Junction,9.365265,78.809449,Severe,4,Vehicle Failure
A0795,2025-07-25,01:01,Cloudy,Wet,Kilakarai Main Road,9.229759,78.785129,Moderate,5,Vehicle Failure
A0796,2025-03-15,03:39,Cloudy,Dry,Paramakudi Highway,9.544392,78.585618,Moderate,1,Overtaking
A0797,2025-04-09,18:27,Rainy,Wet,Ramanathapuram Junction,9.364555,78.840856,Severe,4,Distracted Driving
A0798,2025-01-26,10:31,Clear,Potholes,Rameswaram Road,9.284456,79.310485,Moderate,5,Poor Road Condition
A0799,2024-05-29,13:26,Clear,Under Construction,Kilakarai Main Road,9.231929,78.788086,Minor,2,Distracted Driving
A0800,2024-03-28,18:29,Clear,Dry,Industrial Area Road,9.350031,78.823908,Moderate,3,Distracted Driving
A0801,2025-09-03,18:47,Clear,Dry,Bus Stand Junction,9.367226,78.836062,Moderate,2,Speeding
A0802,2025-09-04,23:42,Cloudy,Potholes,Madurai Road Junction,9.364031,78.808801,Severe,2,Speeding
A0803,2025-07-26,18:08,Clear,Dry,Bus Stand Junction,9.366776,78.83257,Moderate,2,Speeding
A0804,2025-12-28,07:20,Clear,Dry,Market Road,9.365984,78.838637,Minor,1,Speeding
A0805,2025-03-16,18:59,Clear,Potholes,Rameswaram Road,9.288485,79.311621,Minor,3,Poor Road Condition
A0806,2024-11-19,13:10,Cloudy,Dry,Madurai Road Junction,9.364562,78.807655,Severe,2,Overtaking
A0807,2024-02-25,04:09,Clear,Dry,Market Road,9.367125,78.836083,Moderate,3,Speeding
A0808,2025-12-27,03:22,Cloudy,Dry,Market Road,9.365529,78.84099,Minor,3,Speeding
A0809,2024-10-17,06:55,Clear,Dry,Madurai Road Junction,9.365448,78.808872,Severe,2,Distracted Driving
A0810,2025-06-22,08:00,Rainy,Under Construction,Industrial Area Road,9.34936,78.826723,Minor,2,Distracted Driving
A0811,2025-11-27,02:43,Clear,Dry,Madurai Road Junction,9.36517,78.807843,Minor,1,Overtaking
A0812,2025-12-25,05:53,Cloudy,Dry,Ramanathapuram Junction,9.365279,78.838498,Minor,2,Overtaking
A0813,2024-11-28,17:28,Windy,Under Construction,Ramanathapuram Junction,9.36671,78.84112,Minor,3,Overtaking
A0814,2024-11-26,19:18,Rainy,Wet,Ramanathapuram Junction,9.363229,78.841422,Minor,1,Weather
A0815,2025-02-12,22:55,Clear,Potholes,Kilakarai Main Road,9.231102,78.786279,Moderate,3,Distracted Driving
A0816,2025-03-18,06:31,Cloudy,Under Construction,Paramakudi Highway,9.546727,78.58873,Minor,2,Overtaking
A0817,2024-07-23,20:32,Clear,Potholes,Devipattinam Road,9.477035,78.869545,Minor,2,Poor Road Condition
A0818,2024-07-09,19:39,Clear,Dry,Bus Stand Junction,9.366998,78.833395,Moderate,2,Speeding
A0819,2024-06-07,17:45,Windy,Dry,Kilakarai Main Road,9.229567,78.785635,Moderate,1,Weather
A0820,2024-11-03,21:30,Clear,Dry,Devipattinam Road,9.481094,78.866399,Moderate,3,Vehicle Failure
A0821,2024-03-19,16:35,Foggy,Dry,Rameswaram Road,9.288036,79.314118,Moderate,2,Weather
A0822,2024-09-17,19:22,Cloudy,Muddy,Industrial Area Road,9.349881,78.825679,Moderate,3,Speeding
A0823,2024-03-26,20:02,Clear,Wet,Paramakudi Highway,9.544406,78.590642,Moderate,3,Distracted Driving
A0824,2024-12-15,17:16,Windy,Potholes,Market Road,9.365519,78.837679,Moderate,2,Distracted Driving
A0825,2024-04-18,09:43,Clear,Dry,Industrial Area Road,9.351781,78.828884,Moderate,1,Distracted Driving
A0826,2025-11-04,18:55,Windy,Wet,Market Road,9.366669,78.836689,Severe,2,Weather
A0827,2025-11-22,18:44,Clear,Dry,Madurai Road Junction,9.365292,78.80947,Minor,1,Speeding
A0828,2024-01-28,18:12,Clear,Wet,Ramanathapuram Junction,9.364408,78.839057,Moderate,2,Poor Road Condition
A0829,2025-04-19,08:19,Clear,Dry,East Coast Road,9.300253,78.901976,Severe,4,Speeding
A0830,2024-01-21,22:30,Rainy,Wet,Market Road,9.36429,78.83791,Minor,3,Weather
A0831,2025-03-18,06:54,Windy,Potholes,Ramanathapuram Junction,9.365876,78.839323,Moderate,2,Signal Violation
A0832,2025-05-12,02:25,Clear,Wet,Rameswaram Road,9.284817,79.311088,Severe,4,Overtaking
A0833,2024-01-20,18:33,Clear,Dry,Kilakarai Main Road,9.232945,78.784966,Moderate,4,Speeding
A0834,2025-10-23,06:39,Clear,Wet,Market Road,9.364301,78.835443,Moderate,2,Speeding
A0835,2024-08-12,14:32,Cloudy,Wet,Madurai Road Junction,9.366261,78.81082,Moderate,3,Overtaking
A0836,2025-12-29,07:18,Clear,Dry,Market Road,9.365442,78.83565,Minor,3,Overtaking
A0837,2024-06-14,19:54,Cloudy,Dry,Market Road,9.365212,78.834816,Minor,3,Signal Violation
A0838,2024-04-13,07:31,Rainy,Wet,Kilakarai Main Road,9.233423,78.784517,Fatal,2,Distracted Driving
A0839,2025-11-24,20:22,Clear,Potholes,Madurai Road Junction,9.366826,78.812282,Minor,1,Overtaking
A0840,2024-05-03,06:14,Cloudy,Dry,Bus Stand Junction,9.368997,78.833353,Moderate,3,Overtaking
A0841,2025-12-07,09:09,Foggy,Wet,East Coast Road,9.300606,78.899964,Fatal,1,Speeding
A0842,2024-04-23,22:48,Windy,Muddy,Market Road,9.364444,78.836687,Minor,3,Weather
A0843,2024-06-20,03:06,Cloudy,Potholes,East Coast Road,9.298231,78.901782,Moderate,1,Overtaking
A0844,2024-04-11,19:31,Clear,Dry,Market Road,9.365103,78.836502,Minor,1,Signal Violation
A0845,2024-09-08,19:00,Rainy,Wet,Bus Stand Junction,9.367925,78.833612,Severe,2,Speeding
A0846,2024-09-08,11:42,Clear,Muddy,Bus Stand Junction,9.36838,78.833288,Moderate,2,Distracted Driving
A0847,2025-04-14,21:57,Windy,Dry,Bus Stand Junction,9.368807,78.831981,Moderate,4,Weather
A0848,2024-03-12,18:33,Clear,Dry,Ramanathapuram Junction,9.36409,78.842408,Minor,1,Overtaking
A0849,2024-06-03,17:41,Foggy,Dry,Ramanathapuram Junction,9.3624,78.838483,Moderate,3,Weather
A0850,2025-02-15,22:26,Foggy,Wet,East Coast Road,9.300771,78.900269,Moderate,3,Overtaking
A0851,2025-06-24,00:17,Cloudy,Dry,Madurai Road Junction,9.365526,78.810734,Severe,3,Distracted Driving
A0852,2025-03-28,19:41,Cloudy,Potholes,Industrial Area Road,9.350952,78.826665,Minor,2,Vehicle Failure
A0853,2024-12-08,05:34,Clear,Wet,Rameswaram Road,9.288615,79.311638,Moderate,2,Vehicle Failure
A0854,2024-11-15,06:35,Clear,Muddy,Kilakarai Main Road,9.232009,78.78785,Severe,1,Speeding
A0855,2024-11-07,09:53,Cloudy,Under Construction,Industrial Area Road,9.349801,78.823538,Moderate,1,Speeding
A0856,2025-10-28,11:03,Windy,Dry,East Coast Road,9.301661,78.899819,Minor,1,Weather
A0857,2025-08-02,19:37,Cloudy,Under Construction,Kilakarai Main Road,9.227741,78.786271,Minor,3,Weather
A0858,2025-08-09,09:50,Cloudy,Wet,Rameswaram Road,9.287197,79.311864,Minor,2,Distracted Driving
A0859,2025-01-04,08:49,Clear,Dry,Industrial Area Road,9.350498,78.825286,Minor,2,Distracted Driving
A0860,2024-08-07,21:30,Clear,Dry,Bus Stand Junction,9.368564,78.833347,Moderate,2,Drunk Driving
A0861,2025-05-25,20:37,Cloudy,Under Construction,Bus Stand Junction,9.36827,78.833611,Moderate,4,Weather
A0862,2025-06-01,19:09,Clear,Wet,Bus Stand Junction,9.368608,78.834923,Severe,3,Speeding
A0863,2025-04-29,18:29,Clear,Dry,Devipattinam Road,9.476597,78.869629,Minor,4,Drunk Driving
A0864,2025-08-08,06:23,Clear,Dry,Bus Stand Junction,9.366696,78.835212,Moderate,2,Speeding
A0865,2024-05-26,15:50,Clear,Dry,Rameswaram Road,9.288551,79.314757,Severe,4,Speeding
A0866,2025-05-15,08:47,Clear,Dry,Kilakarai Main Road,9.230665,78.784476,Moderate,1,Speeding
A0867,2024-12-11,16:57,Rainy,Muddy,Rameswaram Road,9.287971,79.311545,Moderate,3,Weather
A0868,2025-04-04,19:42,Clear,Wet,Market Road,9.367,78.833776,Severe,2,Speeding
A0869,2024-12-13,08:25,Clear,Under Construction,Bus Stand Junction,9.365919,78.832398,Moderate,3,Overtaking
A0870,2025-10-07,18:36,Rainy,Wet,Paramakudi Highway,9.547425,78.592566,Moderate,2,Speeding
A0871,2024-02-24,16:48,Windy,Dry,Industrial Area Road,9.349843,78.824747,Minor,2,Signal Violation
A0872,2024-10-08,08:01,Rainy,Muddy,East Coast Road,9.300105,78.901743,Moderate,2,Overtaking
A0873,2024-02-16,10:37,Clear,Under Construction,Industrial Area Road,9.348609,78.825358,Minor,2,Poor Road Condition
A0874,2024-04-03,10:16,Clear,Dry,East Coast Road,9.301463,78.900752,Moderate,1,Speeding
A0875,2025-11-25,07:26,Clear,Wet,Devipattinam Road,9.478284,78.869502,Minor,1,Distracted Driving
A0876,2025-02-26,06:09,Foggy,Dry,Bus Stand Junction,9.363445,78.835017,Minor,4,Overtaking
A0877,2024-08-30,19:37,Clear,Muddy,Kilakarai Main Road,9.230019,78.782254,Minor,1,Distracted Driving
A0878,2025-05-10,16:04,Clear,Wet,Market Road,9.366567,78.83826,Moderate,1,Vehicle Failure
A0879,2025-07-22,18:15,Cloudy,Dry,Industrial Area Road,9.349794,78.826429,Severe,2,Drunk Driving
A0880,2025-01-17,08:09,Clear,Dry,East Coast Road,9.302418,78.901972,Fatal,4,Speeding
A0881,2025-04-20,14:00,Windy,Wet,East Coast Road,9.30246,78.901113,Minor,1,Weather
A0882,2025-11-27,09:16,Clear,Dry,Market Road,9.365913,78.833797,Moderate,2,Poor Road Condition
A0883,2025-07-30,07:34,Clear,Dry,Ramanathapuram Junction,9.363531,78.838235,Moderate,3,Weather
A0884,2025-09-17,20:13,Clear,Potholes,Rameswaram Road,9.291256,79.311736,Severe,4,Overtaking
A0885,2024-11-25,09:42,Clear,Dry,Market Road,9.365985,78.837027,Severe,1,Drunk Driving
A0886,2024-01-10,17:00,Cloudy,Dry,Ramanathapuram Junction,9.363965,78.842043,Moderate,3,Vehicle Failure
A0887,2025-10-26,05:56,Cloudy,Dry,East Coast Road,9.299066,78.900292,Minor,3,Vehicle Failure
A0888,2025-01-20,11:52,Rainy,Dry,Devipattinam Road,9.476886,78.86602,Minor,3,Signal Violation
A0889,2025-03-31,12:12,Clear,Wet,Market Road,9.364882,78.836144,Moderate,3,Signal Violation
A0890,2025-10-02,06:39,Clear,Wet,Kilakarai Main Road,9.230356,78.783961,Moderate,2,Speeding
A0891,2025-12-24,15:45,Cloudy,Dry,Rameswaram Road,9.285891,79.311875,Minor,3,Overtaking
A0892,2024-06-23,16:31,Cloudy,Wet,Rameswaram Road,9.285743,79.31314,Moderate,3,Drunk Driving
A0893,2024-03-07,17:47,Clear,Under Construction,Devipattinam Road,9.478124,78.865814,Moderate,4,Vehicle Failure
A0894,2024-01-24,08:43,Windy,Wet,Rameswaram Road,9.287536,79.310872,Moderate,2,Weather
A0895,2025-10-18,00:27,Cloudy,Wet,Market Road,9.366279,78.838211,Severe,2,Signal Violation
A0896,2025-06-14,09:43,Clear,Dry,Bus Stand Junction,9.364687,78.834173,Minor,4,Signal Violation
A0897,2025-04-04,21:34,Clear,Dry,Rameswaram Road,9.28776,79.313007,Severe,4,Distracted Driving
A0898,2024-03-17,23:27,Foggy,Dry,Kilakarai Main Road,9.23132,78.783872,Severe,1,Drunk Driving
A0899,2024-01-25,15:51,Cloudy,Wet,Ramanathapuram Junction,9.363421,78.838306,Minor,2,Distracted Driving
A0900,2024-02-25,22:53,Rainy,Wet,Kilakarai Main Road,9.232614,78.785032,Severe,2,Speeding
A0901,2024-05-07,17:37,Clear,Dry,Devipattinam Road,9.480852,78.867909,Severe,2,Speeding
A0902,2025-03-28,19:03,Clear,Wet,Devipattinam Road,9.476937,78.865729,Minor,1,Distracted Driving
A0903,2025-02-15,10:24,Clear,Muddy,Ramanathapuram Junction,9.361195,78.837124,Severe,2,Speeding
A0904,2025-03-14,14:29,Foggy,Wet,Ramanathapuram Junction,9.364301,78.840263,Fatal,4,Drunk Driving
A0905,2024-07-16,15:37,Clear,Dry,Market Road,9.363428,78.837543,Moderate,2,Weather
A0906,2024-09-19,07:32,Clear,Dry,Industrial Area Road,9.349275,78.82522,Minor,2,Poor Road Condition
A0907,2025-08-21,04:19,Clear,Under Construction,Ramanathapuram Junction,9.366318,78.840845,Severe,2,Signal Violation
A0908,2025-09-09,07:19,Clear,Dry,Paramakudi Highway,9.545597,78.588663,Severe,2,Speeding
A0909,2025-07-26,08:52,Rainy,Dry,Ramanathapuram Junction,9.360672,78.838421,Moderate,4,Distracted Driving
A0910,2025-12-12,08:30,Cloudy,Dry,Madurai Road Junction,9.364683,78.808519,Moderate,3,Weather
A0911,2024-12-02,17:26,Clear,Dry,Madurai Road Junction,9.364803,78.810115,Minor,1,Signal Violation
A0912,2024-08-23,17:44,Clear,Dry,Ramanathapuram Junction,9.363563,78.838525,Moderate,3,Distracted Driving
A0913,2024-01-07,08:11,Clear,Dry,Bus Stand Junction,9.367753,78.834663,Moderate,1,Speeding
A0914,2025-01-03,17:58,Clear,Dry,Kilakarai Main Road,9.229364,78.787116,Severe,1,Speeding
A0915,2024-09-08,11:35,Clear,Dry,Paramakudi Highway,9.545852,78.590028,Minor,4,Signal Violation
A0916,2024-04-23,12:50,Clear,Dry,Paramakudi Highway,9.547062,78.59035,Minor,2,Distracted Driving
A0917,2025-09-30,22:51,Foggy,Potholes,Paramakudi Highway,9.54743,78.590431,Fatal,1,Speeding
A0918,2025-12-12,08:24,Clear,Dry,Kilakarai Main Road,9.230081,78.785542,Minor,2,Overtaking
A0919,2025-07-02,16:54,Clear,Dry,Industrial Area Road,9.348284,78.825163,Moderate,2,Speeding
A0920,2025-05-15,20:37,Clear,Dry,Paramakudi Highway,9.54595,78.589688,Minor,3,Distracted Driving
A0921,2025-10-22,12:56,Rainy,Wet,East Coast Road,9.299807,78.897177,Moderate,3,Speeding
A0922,2025-04-30,18:31,Clear,Dry,Market Road,9.364977,78.836339,Minor,2,Overtaking
A0923,2024-08-28,21:28,Clear,Dry,Kilakarai Main Road,9.23124,78.783458,Severe,2,Vehicle Failure
A0924,2024-05-17,09:05,Rainy,Wet,Madurai Road Junction,9.366899,78.808701,Moderate,1,Distracted Driving
A0925,2025-03-18,13:29,Clear,Potholes,Madurai Road Junction,9.366454,78.810641,Minor,2,Poor Road Condition
A0926,2025-01-02,09:04,Foggy,Dry,Kilakarai Main Road,9.230031,78.787663,Minor,2,Weather
A0927,2024-05-01,21:06,Clear,Dry,Rameswaram Road,9.28621,79.313379,Moderate,2,Speeding
A0928,2025-11-30,18:49,Rainy,Wet,Rameswaram Road,9.289501,79.310994,Severe,3,Speeding
A0929,2024-11-02,21:00,Clear,Dry,East Coast Road,9.302089,78.899625,Severe,4,Overtaking
A0930,2024-06-01,14:32,Rainy,Muddy,Ramanathapuram Junction,9.364333,78.83989,Moderate,2,Distracted Driving
A0931,2025-04-17,19:46,Clear,Dry,East Coast Road,9.299799,78.901216,Severe,2,Signal Violation
A0932,2025-07-25,08:28,Clear,Dry,Bus Stand Junction,9.36869,78.831377,Moderate,2,Vehicle Failure
A0933,2024-12-29,19:53,Clear,Dry,Market Road,9.367757,78.833706,Moderate,2,Weather
A0934,2024-01-24,10:37,Cloudy,Dry,East Coast Road,9.301549,78.90169,Fatal,5,Speeding
A0935,2025-09-14,17:38,Cloudy,Dry,Industrial Area Road,9.348364,78.824384,Minor,4,Distracted Driving
A0936,2024-12-02,08:06,Cloudy,Dry,Bus Stand Junction,9.365841,78.833678,Minor,1,Vehicle Failure
A0937,2025-12-06,08:52,Cloudy,Dry,East Coast Road,9.299538,78.901169,Moderate,4,Speeding
A0938,2025-06-20,08:42,Clear,Dry,Kilakarai Main Road,9.232965,78.787094,Severe,1,Distracted Driving
A0939,2024-05-12,12:07,Clear,Dry,Bus Stand Junction,9.366657,78.833686,Severe,4,Speeding
A0940,2025-03-18,20:19,Rainy,Dry,Paramakudi Highway,9.543475,78.588791,Minor,2,Weather
A0941,2024-05-26,09:00,Clear,Potholes,Market Road,9.367247,78.838623,Minor,2,Poor Road Condition
A0942,2025-04-18,20:29,Cloudy,Wet,Industrial Area Road,9.348148,78.824111,Severe,4,Speeding
A0943,2024-06-28,12:52,Clear,Dry,Rameswaram Road,9.28796,79.31242,Minor,2,Poor Road Condition
A0944,2025-02-06,18:06,Cloudy,Dry,Paramakudi Highway,9.544786,78.590636,Severe,1,Vehicle Failure
A0945,2024-03-09,10:58,Cloudy,Wet,East Coast Road,9.299289,78.899978,Fatal,2,Speeding
A0946,2024-03-19,06:23,Rainy,Potholes,East Coast Road,9.300819,78.90001,Minor,1,Poor Road Condition
A0947,2025-10-16,14:04,Cloudy,Wet,Ramanathapuram Junction,9.363245,78.839336,Severe,3,Distracted Driving
A0948,2024-04-27,03:16,Cloudy,Dry,Bus Stand Junction,9.367367,78.833445,Moderate,2,Poor Road Condition
A0949,2025-03-24,16:15,Clear,Potholes,Devipattinam Road,9.477612,78.870398,Minor,1,Vehicle Failure
A0950,2025-07-01,08:07,Cloudy,Dry,Devipattinam Road,9.478841,78.867557,Minor,1,Poor Road Condition
A0951,2024-02-05,11:13,Foggy,Dry,Market Road,9.366845,78.835699,Moderate,1,Weather
A0952,2025-11-06,17:45,Foggy,Dry,East Coast Road,9.30176,78.900554,Minor,1,Drunk Driving
A0953,2024-09-12,19:59,Clear,Dry,Bus Stand Junction,9.367339,78.834672,Fatal,2,Speeding
A0954,2025-11-16,19:43,Clear,Under Construction,Madurai Road Junction,9.362644,78.80831,Severe,3,Speeding
A0955,2024-04-20,03:32,Rainy,Wet,Paramakudi Highway,9.544209,78.590214,Moderate,4,Weather
A0956,2024-04-18,06:13,Clear,Dry,Bus Stand Junction,9.370099,78.837347,Minor,2,Distracted Driving
A0957,2024-10-12,08:42,Cloudy,Dry,Market Road,9.366757,78.836951,Moderate,2,Speeding
A0958,2025-12-30,15:06,Clear,Under Construction,Industrial Area Road,9.347298,78.824186,Severe,1,Vehicle Failure
A0959,2025-12-14,10:40,Clear,Under Construction,Industrial Area Road,9.348818,78.824069,Minor,1,Signal Violation
A0960,2025-05-08,23:42,Clear,Dry,Madurai Road Junction,9.364748,78.809292,Moderate,2,Vehicle Failure
A0961,2024-01-14,15:45,Clear,Wet,Kilakarai Main Road,9.228031,78.786122,Moderate,2,Vehicle Failure
A0962,2024-05-20,17:03,Clear,Dry,Kilakarai Main Road,9.229391,78.785359,Minor,2,Speeding
A0963,2024-12-02,23:28,Clear,Dry,Industrial Area Road,9.353111,78.823621,Moderate,1,Signal Violation
A0964,2024-01-25,17:18,Clear,Wet,Bus Stand Junction,9.363705,78.833571,Minor,2,Distracted Driving
A0965,2024-08-15,19:44,Cloudy,Dry,Kilakarai Main Road,9.232651,78.787938,Minor,2,Distracted Driving
A0966,2024-02-23,05:12,Cloudy,Dry,Market Road,9.363956,78.836945,Moderate,1,Speeding
A0967,2025-03-12,08:05,Cloudy,Dry,Kilakarai Main Road,9.230302,78.784841,Minor,2,Weather
A0968,2025-04-04,10:36,Windy,Dry,Kilakarai Main Road,9.234967,78.782746,Severe,2,Overtaking
A0969,2025-04-27,12:10,Clear,Dry,Madurai Road Junction,9.365381,78.810702,Moderate,3,Weather
A0970,2025-03-13,01:24,Rainy,Under Construction,Market Road,9.367429,78.836347,Moderate,1,Poor Road Condition
A0971,2025-04-09,12:19,Clear,Dry,Rameswaram Road,9.288462,79.311413,Moderate,2,Distracted Driving
A0972,2024-01-05,07:12,Clear,Dry,Kilakarai Main Road,9.231404,78.784485,Severe,2,Weather
A0973,2025-01-28,22:23,Clear,Wet,Bus Stand Junction,9.368432,78.833446,Minor,2,Drunk Driving
A0974,2024-06-15,12:36,Clear,Dry,Devipattinam Road,9.478566,78.867956,Severe,4,Speeding
A0975,2025-12-06,18:40,Clear,Dry,East Coast Road,9.301689,78.899923,Minor,2,Distracted Driving
A0976,2025-01-05,02:52,Cloudy,Wet,Market Road,9.36314,78.838093,Moderate,3,Weather
A0977,2024-09-17,22:09,Clear,Dry,Market Road,9.364441,78.835219,Minor,1,Poor Road Condition
A0978,2025-01-28,17:58,Clear,Dry,Devipattinam Road,9.477107,78.870062,Minor,2,Vehicle Failure
A0979,2024-09-15,07:27,Cloudy,Dry,Bus Stand Junction,9.364296,78.838707,Moderate,4,Drunk Driving
A0980,2024-04-01,19:59,Clear,Dry,Bus Stand Junction,9.369084,78.834335,Minor,3,Signal Violation
A0981,2025-12-16,21:25,Clear,Under Construction,Kilakarai Main Road,9.230918,78.785428,Minor,1,Vehicle Failure
A0982,2024-10-22,15:41,Cloudy,Dry,Bus Stand Junction,9.368282,78.834968,Minor,3,Distracted Driving
A0983,2025-04-06,15:07,Cloudy,Dry,Paramakudi Highway,9.546833,78.590134,Severe,3,Speeding
A0984,2025-02-22,09:57,Clear,Potholes,Kilakarai Main Road,9.230704,78.784773,Minor,3,Speeding
A0985,2024-03-06,12:17,Clear,Dry,Devipattinam Road,9.477708,78.869701,Minor,3,Distracted Driving
A0986,2025-11-12,09:00,Cloudy,Under Construction,Ramanathapuram Junction,9.36479,78.835089,Minor,2,Speeding
A0987,2024-09-29,15:48,Windy,Dry,Industrial Area Road,9.350984,78.825292,Moderate,2,Drunk Driving
A0988,2024-09-02,23:52,Windy,Wet,Madurai Road Junction,9.364972,78.809417,Moderate,1,Poor Road Condition
A0989,2025-04-12,19:00,Foggy,Dry,Madurai Road Junction,9.366686,78.811421,Minor,4,Vehicle Failure
A0990,2025-12-17,20:17,Rainy,Wet,Devipattinam Road,9.476841,78.868611,Moderate,4,Weather
